coefficient,value,model_domain,model_version
Rx_CE_LowAged_RXHCC160,3.215,RxHCC,R08
Rx_CE_LowAged_RXHCC161,0.5,RxHCC,R08
Rx_CE_LowAged_RXHCC163,0.694,RxHCC,R08
Rx_CE_LowAged_RXHCC164,0.017,RxHCC,R08
Rx_CE_LowAged_RXHCC166,0.246,RxHCC,R08
Rx_CE_LowAged_RXHCC168,0.237,RxHCC,R08
Rx_CE_LowAged_RXHCC183,1.559,RxHCC,R08
Rx_CE_LowAged_RXHCC184,0.211,RxHCC,R08
Rx_CE_LowAged_RXHCC186,0.211,RxHCC,R08
Rx_CE_LowAged_RXHCC187,0.115,RxHCC,R08
Rx_CE_LowAged_RXHCC188,0.181,RxHCC,R08
Rx_CE_LowAged_RXHCC191,0.439,RxHCC,R08
Rx_CE_LowAged_RXHCC193,0.352,RxHCC,R08
Rx_CE_LowAged_RXHCC207,0.152,RxHCC,R08
Rx_CE_LowAged_RXHCC215,0.365,RxHCC,R08
Rx_CE_LowAged_RXHCC225,2.053,RxHCC,R08
Rx_CE_LowAged_RXHCC226,4.577,RxHCC,R08
Rx_CE_LowAged_RXHCC227,0.469,RxHCC,R08
Rx_CE_LowAged_RXHCC228,1.758,RxHCC,R08
Rx_CE_LowAged_RXHCC229,0.449,RxHCC,R08
Rx_CE_LowAged_RXHCC243,0.417,RxHCC,R08
Rx_CE_LowAged_RXHCC244,0.078,RxHCC,R08
Rx_CE_LowAged_RXHCC260,0,RxHCC,R08
Rx_CE_LowAged_RXHCC261,0,RxHCC,R08
Rx_CE_LowAged_RXHCC262,0,RxHCC,R08
Rx_CE_LowAged_RXHCC263,0,RxHCC,R08
Rx_CE_LowAged_RXHCC311,0.191,RxHCC,R08
Rx_CE_LowAged_RXHCC314,0.474,RxHCC,R08
Rx_CE_LowAged_RXHCC316,1.274,RxHCC,R08
Rx_CE_LowAged_RXHCC317,0,RxHCC,R08
Rx_CE_LowAged_RXHCC355,1.34,RxHCC,R08
Rx_CE_LowAged_RXHCC395,5.597,RxHCC,R08
Rx_CE_LowAged_RXHCC396,0,RxHCC,R08
Rx_CE_LowNoAged_F0_34,0.455,RxHCC,R08
Rx_CE_LowNoAged_F35_44,0.636,RxHCC,R08
Rx_CE_LowNoAged_F45_54,0.647,RxHCC,R08
Rx_CE_LowNoAged_F55_59,0.503,RxHCC,R08
Rx_CE_LowNoAged_F60_64,0.306,RxHCC,R08
Rx_CE_LowNoAged_M0_34,0.545,RxHCC,R08
Rx_CE_LowNoAged_M35_44,0.59,RxHCC,R08
Rx_CE_LowNoAged_M45_54,0.531,RxHCC,R08
Rx_CE_LowNoAged_M55_59,0.436,RxHCC,R08
Rx_CE_LowNoAged_M60_64,0.323,RxHCC,R08
Rx_CE_LowNoAged_RXHCC1,8.825,RxHCC,R08
Rx_CE_LowNoAged_RXHCC5,0.426,RxHCC,R08
Rx_CE_LowNoAged_RXHCC15,18.727,RxHCC,R08
Rx_CE_LowNoAged_RXHCC16,11.848,RxHCC,R08
Rx_CE_LowNoAged_RXHCC17,8.22,RxHCC,R08
Rx_CE_LowNoAged_RXHCC18,2.979,RxHCC,R08
Rx_CE_LowNoAged_RXHCC19,2.733,RxHCC,R08
Rx_CE_LowNoAged_RXHCC20,0.659,RxHCC,R08
Rx_CE_LowNoAged_RXHCC21,0.229,RxHCC,R08
Rx_CE_LowNoAged_RXHCC22,0.229,RxHCC,R08
Rx_CE_LowNoAged_RXHCC30,1.592,RxHCC,R08
Rx_CE_LowNoAged_RXHCC31,0.535,RxHCC,R08
Rx_CE_LowNoAged_RXHCC40,9.938,RxHCC,R08
Rx_CE_LowNoAged_RXHCC41,17.837,RxHCC,R08
Rx_CE_LowNoAged_RXHCC42,5.541,RxHCC,R08
Rx_CE_LowNoAged_RXHCC43,0.075,RxHCC,R08
Rx_CE_LowNoAged_RXHCC44,0.275,RxHCC,R08
Rx_CE_LowNoAged_RXHCC47,0.131,RxHCC,R08
Rx_CE_LowNoAged_RXHCC54,0.716,RxHCC,R08
Rx_CE_LowNoAged_RXHCC55,0.716,RxHCC,R08
Rx_CE_LowNoAged_RXHCC56,0.734,RxHCC,R08
Rx_CE_LowNoAged_RXHCC59,1.888,RxHCC,R08
Rx_CE_LowNoAged_RXHCC65,0.84,RxHCC,R08
Rx_CE_LowNoAged_RXHCC66,0.84,RxHCC,R08
Rx_CE_LowNoAged_RXHCC67,2.784,RxHCC,R08
Rx_CE_LowNoAged_RXHCC80,0.247,RxHCC,R08
Rx_CE_LowNoAged_RXHCC81,8.003,RxHCC,R08
Rx_CE_LowNoAged_RXHCC82,2.09,RxHCC,R08
Rx_CE_LowNoAged_RXHCC83,2.09,RxHCC,R08
Rx_CE_LowNoAged_RXHCC84,0.281,RxHCC,R08
Rx_CE_LowNoAged_RXHCC87,0.381,RxHCC,R08
Rx_CE_LowNoAged_RXHCC95,1.613,RxHCC,R08
Rx_CE_LowNoAged_RXHCC96,0.874,RxHCC,R08
Rx_CE_LowNoAged_RXHCC98,51.681,RxHCC,R08
Rx_CE_LowNoAged_RXHCC99,1.334,RxHCC,R08
Rx_CE_LowNoAged_RXHCC100,1.524,RxHCC,R08
Rx_CE_LowNoAged_RXHCC111,0,RxHCC,R08
Rx_CE_LowNoAged_RXHCC112,0,RxHCC,R08
Rx_CE_LowNoAged_RXHCC130,1.232,RxHCC,R08
Rx_CE_LowNoAged_RXHCC131,0.631,RxHCC,R08
Rx_CE_LowNoAged_RXHCC132,0.236,RxHCC,R08
Rx_CE_LowNoAged_RXHCC133,0.152,RxHCC,R08
Rx_CE_LowNoAged_RXHCC146,0.333,RxHCC,R08
Rx_CE_LowNoAged_RXHCC147,0.1,RxHCC,R08
Rx_CE_LowNoAged_RXHCC148,0,RxHCC,R08
Rx_CE_LowNoAged_RXHCC153,2.3,RxHCC,R08
Rx_CE_LowNoAged_RXHCC154,1.519,RxHCC,R08
Rx_CE_LowNoAged_RXHCC155,0,RxHCC,R08
Rx_CE_LowNoAged_RXHCC157,7.679,RxHCC,R08
Rx_CE_LowNoAged_RXHCC158,0.19,RxHCC,R08
Rx_CE_LowNoAged_RXHCC159,8.697,RxHCC,R08
Rx_CE_LowNoAged_RXHCC160,5.255,RxHCC,R08
Rx_CE_LowNoAged_RXHCC161,0.731,RxHCC,R08
Rx_CE_LowNoAged_RXHCC163,2.548,RxHCC,R08
Rx_CE_LowNoAged_RXHCC164,0.138,RxHCC,R08
Rx_CE_LowNoAged_RXHCC166,0.277,RxHCC,R08
Rx_CE_LowNoAged_RXHCC168,0.361,RxHCC,R08
Rx_CE_LowNoAged_RXHCC183,5.876,RxHCC,R08
Rx_CE_LowNoAged_RXHCC184,0.377,RxHCC,R08
Rx_CE_LowNoAged_RXHCC186,0.139,RxHCC,R08
Rx_CE_LowNoAged_RXHCC187,0.088,RxHCC,R08
Rx_CE_LowNoAged_RXHCC188,0,RxHCC,R08
Rx_CE_LowNoAged_RXHCC191,0.308,RxHCC,R08
Rx_CE_LowNoAged_RXHCC193,0.116,RxHCC,R08
Rx_CE_LowNoAged_RXHCC207,0,RxHCC,R08
Rx_CE_LowNoAged_RXHCC215,0.4,RxHCC,R08
Rx_CE_LowNoAged_RXHCC225,24.025,RxHCC,R08
Rx_CE_LowNoAged_RXHCC226,3.764,RxHCC,R08
Rx_CE_LowNoAged_RXHCC227,1.126,RxHCC,R08
Rx_CE_LowNoAged_RXHCC228,1.73,RxHCC,R08
Rx_CE_LowNoAged_RXHCC229,0.355,RxHCC,R08
Rx_CE_LowNoAged_RXHCC243,0.498,RxHCC,R08
Rx_CE_LowNoAged_RXHCC244,0,RxHCC,R08
Rx_CE_LowNoAged_RXHCC260,0,RxHCC,R08
Rx_CE_LowNoAged_RXHCC261,0,RxHCC,R08
Rx_CE_LowNoAged_RXHCC262,0,RxHCC,R08
Rx_CE_LowNoAged_RXHCC263,0,RxHCC,R08
Rx_CE_LowNoAged_RXHCC311,0.313,RxHCC,R08
Rx_CE_LowNoAged_RXHCC314,0.98,RxHCC,R08
Rx_CE_LowNoAged_RXHCC316,2.441,RxHCC,R08
Rx_CE_LowNoAged_RXHCC317,0,RxHCC,R08
Rx_CE_LowNoAged_RXHCC355,3.299,RxHCC,R08
Rx_CE_LowNoAged_RXHCC395,3.362,RxHCC,R08
Rx_CE_LowNoAged_RXHCC396,0,RxHCC,R08
Rx_CE_LTI_F0_34,2.183,RxHCC,R08
Rx_CE_LTI_F35_44,2.509,RxHCC,R08
Rx_CE_LTI_F45_54,1.904,RxHCC,R08
Rx_CE_LTI_F55_59,1.571,RxHCC,R08
Rx_CE_LTI_F60_64,1.316,RxHCC,R08
Rx_CE_LTI_F65_69,1.395,RxHCC,R08
Rx_CE_LTI_F70_74,1.073,RxHCC,R08
Rx_CE_LTI_F75_79,0.776,RxHCC,R08
Rx_CE_LTI_F80_84,0.535,RxHCC,R08
Rx_CE_LTI_F85_89,0.343,RxHCC,R08
Rx_CE_LTI_F90_94,0.178,RxHCC,R08
Rx_CE_LTI_F95_GT,0.01,RxHCC,R08
Rx_CE_LTI_M0_34,2.284,RxHCC,R08
Rx_CE_LTI_M35_44,2.056,RxHCC,R08
Rx_CE_LTI_M45_54,1.766,RxHCC,R08
Rx_CE_LTI_M55_59,1.359,RxHCC,R08
Rx_CE_LTI_M60_64,1.056,RxHCC,R08
Rx_CE_LTI_M65_69,1.06,RxHCC,R08
Rx_CE_LTI_M70_74,0.772,RxHCC,R08
Rx_CE_LTI_M75_79,0.628,RxHCC,R08
Rx_CE_LTI_M80_84,0.448,RxHCC,R08
Rx_CE_LTI_M85_89,0.267,RxHCC,R08
Rx_CE_LTI_M90_94,0.1,RxHCC,R08
Rx_CE_LTI_M95_GT,0.1,RxHCC,R08
Rx_CE_LTI_ORIGDS,0.223,RxHCC,R08
Rx_CE_LTI_RXHCC1,5.55,RxHCC,R08
Rx_CE_LTI_RXHCC5,0.45,RxHCC,R08
Rx_CE_LTI_RXHCC15,9.36,RxHCC,R08
Rx_CE_LTI_RXHCC16,4.053,RxHCC,R08
Rx_CE_LTI_RXHCC17,4.053,RxHCC,R08
Rx_CE_LTI_RXHCC18,0.986,RxHCC,R08
Rx_CE_LTI_RXHCC19,0.986,RxHCC,R08
Rx_CE_LTI_RXHCC20,0.267,RxHCC,R08
Rx_CE_LTI_RXHCC21,0.118,RxHCC,R08
Rx_CE_LTI_RXHCC22,0.118,RxHCC,R08
Rx_CE_LTI_RXHCC30,1.04,RxHCC,R08
Rx_CE_LTI_RXHCC31,0.41,RxHCC,R08
Rx_CE_LTI_RXHCC40,1.324,RxHCC,R08
Rx_CE_LTI_RXHCC41,0.169,RxHCC,R08
Rx_CE_LTI_RXHCC42,0.65,RxHCC,R08
Rx_CE_LTI_RXHCC43,0.04,RxHCC,R08
Rx_CE_LTI_RXHCC44,0.134,RxHCC,R08
Rx_CE_LTI_RXHCC47,0.071,RxHCC,R08
Rx_CE_LTI_RXHCC54,0.996,RxHCC,R08
Rx_CE_LTI_RXHCC55,0.996,RxHCC,R08
Rx_CE_LTI_RXHCC56,0.317,RxHCC,R08
Rx_CE_LTI_RXHCC59,1.226,RxHCC,R08
Rx_CE_LTI_RXHCC65,0.529,RxHCC,R08
Rx_CE_LTI_RXHCC66,0.304,RxHCC,R08
Rx_CE_LTI_RXHCC67,0.419,RxHCC,R08
Rx_CE_LTI_RXHCC80,0.133,RxHCC,R08
Rx_CE_LTI_RXHCC81,2.731,RxHCC,R08
Rx_CE_LTI_RXHCC82,0.479,RxHCC,R08
Rx_CE_LTI_RXHCC83,0.479,RxHCC,R08
Rx_CE_LTI_RXHCC84,0.1,RxHCC,R08
Rx_CE_LTI_RXHCC87,0,RxHCC,R08
Rx_CE_LTI_RXHCC95,0,RxHCC,R08
Rx_CE_LTI_RXHCC96,0.196,RxHCC,R08
Rx_CE_LTI_RXHCC98,0.53,RxHCC,R08
Rx_CE_LTI_RXHCC99,0.884,RxHCC,R08
Rx_CE_LTI_RXHCC100,0.849,RxHCC,R08
Rx_CE_LTI_RXHCC111,0,RxHCC,R08
Rx_CE_LTI_RXHCC112,0,RxHCC,R08
Rx_CE_LTI_RXHCC130,0.264,RxHCC,R08
Rx_CE_LTI_RXHCC131,0.264,RxHCC,R08
Rx_CE_LTI_RXHCC132,0.133,RxHCC,R08
Rx_CE_LTI_RXHCC133,0.052,RxHCC,R08
Rx_CE_LTI_RXHCC146,0,RxHCC,R08
Rx_CE_LTI_RXHCC147,0,RxHCC,R08
Rx_CE_LTI_RXHCC148,0,RxHCC,R08
Rx_CE_LTI_RXHCC153,0.372,RxHCC,R08
Rx_CE_LTI_RXHCC154,0.089,RxHCC,R08
Rx_CE_LTI_RXHCC155,0,RxHCC,R08
Rx_CE_LTI_RXHCC157,1.784,RxHCC,R08
Rx_CE_LTI_RXHCC158,0.145,RxHCC,R08
Rx_CE_LTI_RXHCC159,2.618,RxHCC,R08
Rx_CE_LTI_RXHCC160,3.199,RxHCC,R08
Rx_CE_LTI_RXHCC161,0.471,RxHCC,R08
Rx_CE_LTI_RXHCC163,0.36,RxHCC,R08
Rx_CE_LTI_RXHCC164,0,RxHCC,R08
Rx_CE_LTI_RXHCC166,0.367,RxHCC,R08
Rx_CE_LTI_RXHCC168,0.256,RxHCC,R08
Rx_CE_LTI_RXHCC183,0.59,RxHCC,R08
Rx_CE_LTI_RXHCC184,0.242,RxHCC,R08
Rx_CE_LTI_RXHCC186,0.242,RxHCC,R08
Rx_CE_LTI_RXHCC187,0.079,RxHCC,R08
Rx_CE_LTI_RXHCC188,0,RxHCC,R08
Rx_CE_LTI_RXHCC191,0.206,RxHCC,R08
Rx_CE_LTI_RXHCC193,0.29,RxHCC,R08
Rx_CE_LTI_RXHCC207,0,RxHCC,R08
Rx_CE_LTI_RXHCC215,0.333,RxHCC,R08
Rx_CE_LTI_RXHCC225,1.088,RxHCC,R08
Rx_CE_LTI_RXHCC226,1.354,RxHCC,R08
Rx_CE_LTI_RXHCC227,0.388,RxHCC,R08
Rx_CE_LTI_RXHCC228,1.228,RxHCC,R08
Rx_CE_LTI_RXHCC229,0.388,RxHCC,R08
Rx_CE_LTI_RXHCC243,0.367,RxHCC,R08
Rx_CE_LTI_RXHCC244,0.028,RxHCC,R08
Rx_CE_LTI_RXHCC260,0,RxHCC,R08
Rx_CE_LTI_RXHCC261,0,RxHCC,R08
Rx_CE_LTI_RXHCC262,0,RxHCC,R08
Rx_CE_LTI_RXHCC263,0,RxHCC,R08
Rx_CE_LTI_RXHCC311,0.068,RxHCC,R08
Rx_CE_LTI_RXHCC314,0.303,RxHCC,R08
Rx_CE_LTI_RXHCC316,0.842,RxHCC,R08
Rx_CE_LTI_RXHCC317,0,RxHCC,R08
Rx_CE_LTI_RXHCC355,0.762,RxHCC,R08
Rx_CE_LTI_RXHCC395,2.178,RxHCC,R08
Rx_CE_LTI_RXHCC396,0,RxHCC,R08
Rx_CE_LTI_NonAged_RXHCC1,2.371,RxHCC,R08
Rx_CE_LTI_NonAged_RXHCC130,0.695,RxHCC,R08
Rx_CE_LTI_NonAged_RXHCC131,0.746,RxHCC,R08
Rx_CE_LTI_NonAged_RXHCC132,0.365,RxHCC,R08
Rx_CE_LTI_NonAged_RXHCC133,0.022,RxHCC,R08
Rx_CE_LTI_NonAged_RXHCC159,3.224,RxHCC,R08
Rx_CE_LTI_NonAged_RXHCC163,0.651,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F0_34,0.969,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F35_44,1.217,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F45_54,1.217,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F55_59,1.217,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F60_64,1.217,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F65,0.383,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F66,0.413,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F67,0.425,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F68,0.447,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F69,0.479,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F70_74,0.505,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F75_79,0.575,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F80_84,0.564,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F85_89,0.564,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F90_94,0.442,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_F95_GT,0.442,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M0_34,1.145,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M35_44,1.145,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M45_54,1.145,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M55_59,1.155,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M60_64,1.155,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M65,0.488,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M66,0.515,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M67,0.543,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M68,0.554,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M69,0.554,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M70_74,0.635,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M75_79,0.719,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M80_84,0.719,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M85_89,0.719,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M90_94,0.399,RxHCC,R08
Rx_NE_NoLo_NESRD_NOD_x_M95_GT,0.399,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F0_34,0.969,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F35_44,1.217,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F45_54,1.217,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F55_59,1.217,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F60_64,1.217,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F65,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F66,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F67,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F68,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F69,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F70_74,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F75_79,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F80_84,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F85_89,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F90_94,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_F95_GT,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M0_34,1.145,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M35_44,1.145,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M45_54,1.145,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M55_59,1.155,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M60_64,1.155,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M65,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M66,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M67,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M68,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M69,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M70_74,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M75_79,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M80_84,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M85_89,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M90_94,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_NOD_x_M95_GT,1.518,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_F65,1.072,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_F66,1.072,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_F67,1.072,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_F68,1.072,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_F69,1.072,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_F70_74,1.034,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_F75_79,0.779,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_F80_84,0.564,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_F85_89,0.564,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_F90_94,0.442,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_F95_GT,0.442,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_M65,1.003,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_M66,0.986,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_M67,0.986,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_M68,0.967,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_M69,0.967,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_M70_74,0.967,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_M75_79,0.719,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_M80_84,0.719,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_M85_89,0.719,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_M90_94,0.399,RxHCC,R08
Rx_NE_NoLo_NESRD_OD_x_M95_GT,0.399,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_F65,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_F66,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_F67,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_F68,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_F69,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_F70_74,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_F75_79,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_F80_84,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_F85_89,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_F90_94,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_F95_GT,1.228,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_M65,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_M66,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_M67,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_M68,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_M69,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_M70_74,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_M75_79,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_M80_84,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_M85_89,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_M90_94,1.518,RxHCC,R08
Rx_NE_NoLo_ESRD_OD_x_M95_GT,1.518,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F0_34,1.62,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F35_44,2.395,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F45_54,2.395,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F55_59,2.007,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F60_64,1.934,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F65,1.114,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F66,0.804,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F67,0.748,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F68,0.748,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F69,0.748,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F70_74,0.748,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F75_79,0.707,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F80_84,0.707,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F85_89,0.707,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F90_94,0.443,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_F95_GT,0.443,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M0_34,1.373,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M35_44,1.957,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M45_54,1.957,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M55_59,1.77,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M60_64,1.627,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M65,1.117,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M66,0.787,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M67,0.735,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M68,0.735,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M69,0.655,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M70_74,0.655,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M75_79,0.647,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M80_84,0.647,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M85_89,0.647,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M90_94,0.349,RxHCC,R08
Rx_NE_Lo_NESRD_NOD_x_M95_GT,0.349,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F0_34,1.898,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F35_44,2.395,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F45_54,2.395,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F55_59,2.251,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F60_64,2.063,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F65,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F66,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F67,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F68,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F69,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F70_74,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F75_79,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F80_84,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F85_89,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F90_94,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_F95_GT,2.02,RxHCC,R08
